booking_id,requester_id,space_code,requested_start_time,requested_end_time,purpose_of_use,expected_participants,final_booking_status,created_at
1022079,DGDA0008,DG044,2023-08-21T12:00:00,2023-08-21T14:00:00,lecture,46,completed,2023-07-13T09:13:00
1022080,DGU0049,DG022,2023-01-20T10:00:00,2023-01-20T11:00:00,meeting,10,no-show,2023-01-10T09:37:00
1022081,DGU0200,DG024,2024-06-16T12:00:00,2024-06-16T13:00:00,lecture,13,completed,2024-05-01T10:24:00
1022082,DGU0359,DG004,2023-05-26T09:00:00,2023-05-26T11:00:00,meeting,18,pending,2023-05-09T02:07:00
1022083,DGTA0023,DG016,2025-06-12T09:00:00,2025-06-12T10:00:00,workshop,16,pending,2025-04-13T06:42:00
1022084,DGU0345,DG023,2025-06-19T10:00:00,2025-06-19T11:00:00,administrative event,12,no-show,2025-05-02T05:07:00
1022085,DGL0017,DG058,2025-04-29T10:00:00,2025-04-29T11:00:00,meeting,11,rejected,2025-03-21T02:51:00
1022086,DGU0289,DG042,2023-07-17T15:00:00,2023-07-17T16:00:00,student activity,9,approved,2023-07-04T05:00:00
1022087,DGU0046,DG013,2023-02-08T11:00:00,2023-02-08T12:00:00,workshop,74,approved,2023-01-02T09:43:00
1022088,DGU0167,DG008,2025-07-28T15:00:00,2025-07-28T16:00:00,examination,20,no-show,2025-07-04T06:29:00
1022089,DGU0302,DG015,2023-01-30T09:00:00,2023-01-30T11:00:00,student activity,21,completed,2022-12-03T08:51:00
1022090,DGU0030,DG053,2023-11-07T10:30:00,2023-11-07T12:30:00,seminar,7,pending,2023-10-07T05:46:00
1022091,DGU0109,DG033,2023-11-06T16:00:00,2023-11-06T17:00:00,lecture,35,cancelled,2023-09-23T15:32:00
1022092,DGL0032,DG039,2025-02-16T10:00:00,2025-02-16T11:00:00,student activity,23,completed,2025-01-19T02:44:00
1022093,DGU0322,DG048,2025-01-15T13:00:00,2025-01-15T15:00:00,meeting,12,no-show,2025-01-04T12:27:00
1022094,DGU0248,DG026,2023-07-10T17:00:00,2023-07-10T18:00:00,examination,19,no-show,2023-07-08T11:14:00
1022095,DGU0066,DG015,2024-05-23T17:00:00,2024-05-23T18:00:00,lecture,43,completed,2024-04-15T14:01:00
1022096,DGU0036,DG060,2023-09-15T15:00:00,2023-09-15T17:00:00,workshop,26,approved,2023-07-31T08:45:00
1022097,DGU0091,DG055,2023-03-01T13:30:00,2023-03-01T15:00:00,administrative event,89,cancelled,2023-02-04T07:13:00
1022098,DGU0221,DG008,2024-06-12T13:30:00,2024-06-12T15:00:00,lecture,37,pending,2024-05-20T12:26:00
1022099,DGU0003,DG048,2024-01-27T10:00:00,2024-01-27T12:00:00,meeting,21,completed,2024-01-11T00:48:00
1022100,DGU0299,DG018,2024-07-06T13:00:00,2024-07-06T14:00:00,student activity,13,completed,2024-05-28T03:06:00
1022101,DGU0008,DG038,2024-05-16T16:00:00,2024-05-16T18:00:00,lecture,12,no-show,2024-04-15T09:17:00
1022102,DGU0104,DG011,2023-01-13T14:00:00,2023-01-13T15:00:00,seminar,13,completed,2023-01-05T07:41:00
1022103,DGL0008,DG058,2024-08-30T11:00:00,2024-08-30T12:00:00,student activity,18,completed,2024-07-07T10:26:00
1022104,DGU0353,DG060,2024-01-27T09:00:00,2024-01-27T10:00:00,workshop,24,rejected,2024-01-19T08:36:00
1022105,DGU0241,DG058,2025-02-06T16:00:00,2025-02-06T17:00:00,student activity,27,no-show,2024-12-19T06:32:00
1022106,DGU0156,DG032,2024-07-19T14:00:00,2024-07-19T15:00:00,lecture,53,completed,2024-06-03T10:23:00
1022107,DGU0011,DG012,2023-09-25T13:30:00,2023-09-25T14:30:00,workshop,4,cancelled,2023-08-20T08:24:00
1022108,DGU0252,DG027,2024-05-13T16:30:00,2024-05-13T17:30:00,lecture,39,cancelled,2024-04-25T15:19:00
1022109,DGU0113,DG008,2024-07-04T16:00:00,2024-07-04T17:00:00,lecture,31,completed,2024-05-06T14:39:00
1022110,DGU0244,DG048,2024-06-13T15:00:00,2024-06-13T16:00:00,workshop,20,completed,2024-05-28T07:24:00
1022111,DGU0048,DG004,2023-01-10T12:00:00,2023-01-10T14:00:00,meeting,5,completed,2022-12-26T06:40:00
1022112,DGU0296,DG053,2025-03-05T15:00:00,2025-03-05T17:00:00,administrative event,8,completed,2025-01-06T14:33:00
1022113,DGTA0003,DG007,2023-11-17T13:00:00,2023-11-17T14:00:00,administrative event,196,cancelled,2023-11-04T06:13:00
1022114,DGTA0020,DG019,2023-05-19T12:00:00,2023-05-19T15:00:00,administrative event,128,no-show,2023-04-04T07:02:00
1022115,DGU0157,DG033,2024-01-29T11:00:00,2024-01-29T12:00:00,lecture,9,cancelled,2023-12-15T03:50:00
1022116,DGL0016,DG036,2024-01-30T13:00:00,2024-01-30T14:00:00,meeting,50,completed,2024-01-07T06:33:00
1022117,DGL0011,DG051,2023-09-06T14:00:00,2023-09-06T15:00:00,examination,20,rejected,2023-08-19T08:03:00
1022118,DGU0302,DG038,2023-06-27T10:00:00,2023-06-27T11:00:00,examination,48,completed,2023-05-14T09:12:00
1022119,DGU0330,DG025,2024-05-18T16:00:00,2024-05-18T18:00:00,workshop,181,completed,2024-03-20T06:09:00
1022120,DGL0016,DG060,2023-09-10T10:00:00,2023-09-10T11:30:00,workshop,31,cancelled,2023-08-08T00:43:00
1022121,DGU0088,DG040,2022-09-15T09:30:00,2022-09-15T10:30:00,workshop,10,rejected,2022-07-19T00:47:00
1022122,DGU0363,DG045,2025-06-07T12:30:00,2025-06-07T14:00:00,lecture,7,pending,2025-05-11T09:35:00
1022123,DGU0275,DG010,2024-01-01T11:00:00,2024-01-01T12:00:00,workshop,3,completed,2023-11-12T07:17:00
1022124,DGU0001,DG057,2024-06-18T10:00:00,2024-06-18T12:00:00,lecture,22,completed,2024-05-29T04:52:00
1022125,DGU0330,DG026,2024-02-23T12:00:00,2024-02-23T14:00:00,lecture,29,approved,2024-01-01T11:01:00
1022126,DGU0145,DG058,2025-04-08T15:00:00,2025-04-08T17:00:00,meeting,38,pending,2025-03-24T08:31:00
1022127,DGU0163,DG058,2023-12-23T09:00:00,2023-12-23T11:00:00,student activity,40,completed,2023-10-24T04:18:00
1022128,DGU0159,DG016,2023-01-15T08:30:00,2023-01-15T10:00:00,workshop,7,pending,2022-12-18T23:42:00
1022129,DGTA0013,DG022,2024-10-16T10:00:00,2024-10-16T11:00:00,meeting,10,completed,2024-09-12T09:32:00
1022130,DGU0059,DG039,2025-02-01T10:30:00,2025-02-01T11:30:00,examination,28,pending,2024-12-26T01:26:00
1022131,DGU0387,DG029,2022-12-03T10:00:00,2022-12-03T12:00:00,administrative event,13,approved,2022-10-12T03:00:00
1022132,DGU0038,DG011,2024-01-09T08:00:00,2024-01-09T09:00:00,meeting,12,completed,2023-11-10T04:26:00
1022133,DGL0005,DG024,2024-09-20T12:00:00,2024-09-20T14:00:00,meeting,36,cancelled,2024-09-10T06:11:00
1022134,DGU0364,DG028,2023-04-30T10:00:00,2023-04-30T12:00:00,student activity,3,completed,2023-03-05T01:28:00
1022135,DGU0060,DG013,2023-12-30T10:00:00,2023-12-30T11:00:00,administrative event,204,completed,2023-11-04T09:49:00
1022136,DGU0348,DG046,2024-12-22T14:00:00,2024-12-22T15:00:00,workshop,7,cancelled,2024-11-20T06:51:00
1022137,DGU0347,DG036,2023-05-01T14:00:00,2023-05-01T15:00:00,workshop,43,completed,2023-03-30T04:19:00
1022138,DGU0065,DG020,2022-09-01T16:00:00,2022-09-01T17:00:00,lecture,34,rejected,2022-08-03T06:10:00
1022139,DGU0173,DG021,2022-11-21T10:00:00,2022-11-21T13:00:00,lecture,27,approved,2022-10-06T05:33:00
1022140,DGU0271,DG038,2024-03-01T08:00:00,2024-03-01T09:00:00,lecture,48,completed,2024-01-16T00:43:00
1022141,DGU0343,DG034,2025-07-27T10:30:00,2025-07-27T11:30:00,lecture,22,rejected,2025-07-02T09:20:00
1022142,DGU0003,DG059,2022-10-24T12:00:00,2022-10-24T14:00:00,administrative event,19,completed,2022-08-27T11:54:00
1022143,DGU0011,DG027,2024-09-19T17:00:00,2024-09-19T18:00:00,lecture,45,approved,2024-08-24T07:31:00
1022144,DGU0344,DG036,2024-07-16T08:30:00,2024-07-16T09:30:00,workshop,34,cancelled,2024-06-21T00:54:00
1022145,DGDA0006,DG016,2024-05-30T15:30:00,2024-05-30T16:30:00,administrative event,4,pending,2024-04-23T12:17:00
1022146,DGU0369,DG045,2023-02-04T15:30:00,2023-02-04T16:30:00,student activity,10,pending,2023-01-25T06:45:00
1022147,DGU0321,DG008,2025-05-18T09:00:00,2025-05-18T10:00:00,administrative event,31,completed,2025-04-20T05:37:00
1022148,DGU0241,DG013,2023-12-20T15:30:00,2023-12-20T17:00:00,examination,232,pending,2023-10-23T12:15:00
1022149,DGU0209,DG008,2025-08-02T13:00:00,2025-08-02T14:00:00,seminar,17,cancelled,2025-07-18T03:24:00
1022150,DGU0277,DG044,2024-03-30T11:00:00,2024-03-30T12:00:00,examination,41,completed,2024-03-21T04:09:00
1022151,DGU0150,DG009,2024-10-06T09:30:00,2024-10-06T10:30:00,student activity,39,pending,2024-08-25T02:29:00
1022152,DGL0033,DG042,2024-11-07T17:00:00,2024-11-07T18:00:00,meeting,40,no-show,2024-10-18T10:32:00
1022153,DGL0034,DG048,2025-02-20T09:00:00,2025-02-20T10:00:00,meeting,44,completed,2024-12-25T23:09:00
1022154,DGU0181,DG038,2024-01-16T15:00:00,2024-01-16T16:00:00,examination,27,rejected,2023-12-28T05:09:00
1022155,DGU0205,DG003,2025-07-28T16:00:00,2025-07-28T17:00:00,student activity,34,completed,2025-06-07T07:37:00
1022156,DGU0397,DG052,2023-06-02T10:00:00,2023-06-02T12:00:00,workshop,9,cancelled,2023-04-25T05:26:00
1022157,DGU0160,DG024,2023-09-10T17:00:00,2023-09-10T18:00:00,seminar,8,completed,2023-08-13T14:56:00
1022158,DGU0289,DG027,2023-07-27T08:30:00,2023-07-27T10:30:00,student activity,45,cancelled,2023-06-15T01:36:00
1022159,DGU0138,DG026,2024-09-21T10:00:00,2024-09-21T11:00:00,seminar,26,cancelled,2024-09-16T04:04:00
1022160,DGTA0025,DG035,2023-03-15T12:30:00,2023-03-15T14:00:00,seminar,6,pending,2023-03-01T08:54:00
1022161,DGU0380,DG042,2024-06-14T13:00:00,2024-06-14T16:00:00,workshop,50,completed,2024-06-11T07:02:00
1022162,DGDA0006,DG007,2024-03-22T15:00:00,2024-03-22T17:00:00,administrative event,47,no-show,2024-02-22T09:20:00
1022163,DGU0189,DG022,2025-04-11T13:00:00,2025-04-11T14:00:00,workshop,5,completed,2025-04-04T11:13:00
1022164,DGL0009,DG022,2025-02-02T12:00:00,2025-02-02T13:00:00,meeting,17,completed,2024-12-12T09:38:00
1022165,DGU0297,DG017,2024-11-02T17:00:00,2024-11-02T18:00:00,seminar,20,completed,2024-10-08T15:16:00
1022166,DGDA0007,DG013,2025-04-08T11:00:00,2025-04-08T12:00:00,workshop,93,completed,2025-02-15T02:25:00
1022167,DGDA0008,DG050,2025-01-25T15:00:00,2025-01-25T17:00:00,student activity,36,completed,2025-01-13T09:51:00
1022168,DGL0027,DG014,2023-06-12T10:00:00,2023-06-12T12:00:00,examination,41,approved,2023-05-10T02:42:00
1022169,DGU0275,DG040,2023-05-30T16:00:00,2023-05-30T18:00:00,meeting,32,completed,2023-05-19T11:18:00
1022170,DGU0104,DG017,2024-08-17T13:00:00,2024-08-17T15:00:00,seminar,20,approved,2024-07-14T05:15:00
1022171,DGU0037,DG030,2023-11-21T15:30:00,2023-11-21T16:30:00,meeting,10,pending,2023-11-05T13:36:00
1022172,DGU0185,DG008,2024-03-07T10:00:00,2024-03-07T13:00:00,examination,15,completed,2024-02-26T09:02:00
1022173,DGU0363,DG008,2024-10-22T15:00:00,2024-10-22T16:00:00,examination,36,completed,2024-09-08T13:38:00
1022174,DGU0070,DG037,2024-02-09T09:00:00,2024-02-09T10:00:00,administrative event,50,completed,2024-01-17T09:00:00
1022175,DGU0343,DG001,2023-07-01T13:30:00,2023-07-01T15:30:00,workshop,66,cancelled,2023-05-05T07:19:00
1022176,DGTA0015,DG056,2024-10-22T15:30:00,2024-10-22T16:30:00,seminar,31,cancelled,2024-09-15T11:44:00
1022177,DGU0369,DG038,2023-11-15T09:00:00,2023-11-15T10:00:00,seminar,51,cancelled,2023-11-01T07:36:00
1022178,DGU0018,DG012,2023-07-29T11:00:00,2023-07-29T13:00:00,student activity,6,approved,2023-07-24T07:18:00
1022179,DGU0247,DG030,2022-10-25T10:00:00,2022-10-25T13:00:00,student activity,29,completed,2022-09-15T06:31:00
1022180,DGU0065,DG015,2025-07-03T13:00:00,2025-07-03T15:00:00,student activity,33,completed,2025-06-13T04:26:00
1022181,DGU0298,DG003,2025-06-11T12:00:00,2025-06-11T13:00:00,lecture,25,pending,2025-05-01T09:50:00
1022182,DGU0079,DG015,2022-09-01T15:30:00,2022-09-01T16:30:00,examination,19,pending,2022-08-09T08:05:00
1022183,DGU0146,DG028,2022-12-30T14:00:00,2022-12-30T15:00:00,meeting,2,approved,2022-11-07T08:30:00
1022184,DGU0086,DG045,2022-09-30T10:00:00,2022-09-30T11:00:00,examination,12,completed,2022-09-17T03:51:00
1022185,DGU0167,DG039,2023-02-02T09:00:00,2023-02-02T10:00:00,student activity,26,completed,2023-01-11T08:50:00
1022186,DGU0303,DG036,2022-10-17T16:00:00,2022-10-17T18:00:00,student activity,8,completed,2022-10-05T11:08:00
1022187,DGU0358,DG060,2022-11-12T14:30:00,2022-11-12T16:00:00,student activity,24,rejected,2022-09-25T04:51:00
1022188,DGU0138,DG037,2023-03-14T16:00:00,2023-03-14T17:00:00,administrative event,35,completed,2023-02-27T13:03:00
1022189,DGL0002,DG052,2025-02-19T14:30:00,2025-02-19T15:30:00,student activity,4,pending,2025-02-02T07:47:00
1022190,DGU0234,DG024,2022-10-21T11:00:00,2022-10-21T12:00:00,student activity,27,completed,2022-09-02T04:11:00
1022191,DGU0085,DG053,2023-03-02T08:30:00,2023-03-02T09:30:00,meeting,4,rejected,2023-01-24T23:11:00
1022192,DGU0190,DG014,2025-01-10T10:00:00,2025-01-10T13:00:00,lecture,21,completed,2025-01-07T05:10:00
1022193,DGU0287,DG011,2023-04-06T11:00:00,2023-04-06T13:00:00,workshop,12,approved,2023-03-14T08:23:00
1022194,DGU0324,DG021,2023-05-04T13:00:00,2023-05-04T14:00:00,lecture,7,no-show,2023-03-16T05:51:00
1022195,DGU0323,DG001,2022-11-24T08:00:00,2022-11-24T09:00:00,seminar,112,completed,2022-11-11T00:23:00
1022196,DGU0394,DG010,2024-06-23T17:00:00,2024-06-23T18:00:00,meeting,12,completed,2024-06-13T08:18:00
1022197,DGU0304,DG034,2024-08-24T14:00:00,2024-08-24T15:00:00,student activity,24,completed,2024-08-22T10:31:00
1022198,DGU0208,DG033,2024-12-14T12:00:00,2024-12-14T14:00:00,lecture,32,completed,2024-10-30T05:46:00
1022199,DGU0137,DG047,2023-03-15T12:30:00,2023-03-15T13:30:00,meeting,4,cancelled,2023-02-28T05:24:00
1022200,DGU0085,DG043,2024-12-24T11:00:00,2024-12-24T12:00:00,workshop,179,pending,2024-11-21T04:14:00
1022201,DGU0284,DG004,2023-12-06T09:00:00,2023-12-06T11:00:00,administrative event,19,completed,2023-10-07T03:19:00
1022202,DGU0105,DG045,2022-12-14T15:00:00,2022-12-14T16:00:00,lecture,11,completed,2022-10-21T12:00:00
1022203,DGL0027,DG032,2024-07-12T08:00:00,2024-07-12T10:00:00,administrative event,40,completed,2024-06-30T00:12:00
1022204,DGDA0001,DG007,2024-08-08T13:00:00,2024-08-08T14:00:00,administrative event,245,completed,2024-06-17T10:29:00
1022205,DGU0222,DG005,2023-04-11T16:00:00,2023-04-11T17:00:00,administrative event,22,approved,2023-03-25T14:00:00
1022206,DGU0249,DG030,2023-02-27T12:30:00,2023-02-27T13:30:00,student activity,30,pending,2023-01-07T04:47:00
1022207,DGU0196,DG046,2023-10-23T11:00:00,2023-10-23T13:00:00,meeting,19,completed,2023-08-29T08:03:00
1022208,DGU0096,DG023,2023-07-24T09:00:00,2023-07-24T11:00:00,lecture,8,completed,2023-06-26T08:03:00
1022209,DGU0282,DG022,2022-10-14T11:00:00,2022-10-14T13:00:00,meeting,7,approved,2022-09-16T04:47:00
1022210,DGU0140,DG018,2022-09-04T12:00:00,2022-09-04T13:00:00,meeting,13,pending,2022-08-05T09:26:00
1022211,DGU0028,DG019,2023-02-18T10:00:00,2023-02-18T11:30:00,administrative event,33,cancelled,2022-12-20T04:31:00
1022212,DGU0004,DG041,2024-06-21T08:00:00,2024-06-21T09:00:00,administrative event,11,completed,2024-05-21T02:08:00
1022213,DGU0279,DG055,2023-05-05T09:00:00,2023-05-05T12:00:00,examination,69,completed,2023-03-06T04:23:00
1022214,DGU0213,DG029,2024-10-15T14:30:00,2024-10-15T15:30:00,meeting,13,pending,2024-08-19T12:39:00
1022215,DGL0018,DG042,2025-06-14T17:00:00,2025-06-14T18:00:00,meeting,41,approved,2025-05-31T16:15:00
1022216,DGU0183,DG058,2024-07-17T09:30:00,2024-07-17T11:00:00,seminar,18,rejected,2024-06-02T08:59:00
1022217,DGU0019,DG042,2025-08-08T12:30:00,2025-08-08T14:00:00,workshop,25,pending,2025-06-18T06:52:00
1022218,DGU0068,DG004,2024-06-12T11:00:00,2024-06-12T12:00:00,meeting,24,cancelled,2024-05-05T06:20:00
1022219,DGDA0008,DG032,2025-07-24T13:00:00,2025-07-24T14:00:00,seminar,46,approved,2025-06-17T03:55:00
1022220,DGL0022,DG057,2024-03-01T13:00:00,2024-03-01T14:00:00,lecture,39,completed,2024-01-02T08:03:00
1022221,DGU0130,DG011,2025-07-29T12:00:00,2025-07-29T13:00:00,seminar,7,approved,2025-06-14T09:09:00
1022222,DGU0379,DG002,2022-11-05T09:00:00,2022-11-05T11:00:00,workshop,45,rejected,2022-09-29T06:15:00
1022223,DGU0078,DG035,2023-11-07T10:30:00,2023-11-07T11:30:00,meeting,6,rejected,2023-11-01T02:30:00
1022224,DGU0087,DG026,2022-10-03T14:00:00,2022-10-03T15:00:00,seminar,27,pending,2022-09-08T06:40:00
1022225,DGU0366,DG057,2024-03-08T15:00:00,2024-03-08T16:00:00,lecture,45,completed,2024-01-09T11:03:00
1022226,DGU0240,DG034,2024-12-12T10:00:00,2024-12-12T11:00:00,student activity,28,completed,2024-11-22T09:17:00
1022227,DGU0322,DG010,2024-03-20T10:00:00,2024-03-20T11:00:00,workshop,10,cancelled,2024-02-24T04:09:00
1022228,DGU0146,DG060,2023-07-16T11:00:00,2023-07-16T12:00:00,student activity,17,completed,2023-05-23T06:54:00
1022229,DGU0081,DG054,2022-10-05T12:30:00,2022-10-05T13:30:00,student activity,14,rejected,2022-09-27T08:50:00
1022230,DGU0042,DG009,2025-06-26T08:00:00,2025-06-26T09:00:00,examination,24,approved,2025-04-30T22:57:00
1022231,DGU0138,DG060,2023-06-27T13:00:00,2023-06-27T14:00:00,student activity,49,completed,2023-05-25T12:10:00
1022232,DGU0101,DG038,2023-10-09T08:00:00,2023-10-09T10:00:00,meeting,51,cancelled,2023-08-28T02:08:00
1022233,DGU0291,DG037,2023-05-23T11:30:00,2023-05-23T13:30:00,student activity,45,rejected,2023-04-30T06:37:00
1022234,DGU0155,DG022,2025-01-27T09:30:00,2025-01-27T11:30:00,student activity,11,pending,2024-12-25T04:28:00
1022235,DGU0039,DG055,2023-02-06T09:00:00,2023-02-06T10:00:00,seminar,141,rejected,2023-02-02T05:45:00
1022236,DGU0149,DG042,2024-03-26T13:30:00,2024-03-26T14:30:00,meeting,29,pending,2024-02-10T08:18:00
1022237,DGU0001,DG011,2023-04-16T14:30:00,2023-04-16T15:30:00,meeting,11,pending,2023-03-30T14:17:00
1022238,DGU0066,DG045,2024-02-17T09:00:00,2024-02-17T10:00:00,lecture,34,approved,2023-12-24T03:20:00
1022239,DGTA0009,DG002,2025-05-29T11:00:00,2025-05-29T12:30:00,examination,12,pending,2025-05-27T06:54:00
1022240,DGDA0010,DG020,2024-04-20T11:00:00,2024-04-20T12:00:00,lecture,6,pending,2024-04-12T08:18:00
1022241,DGL0031,DG058,2023-09-27T10:30:00,2023-09-27T11:30:00,meeting,34,cancelled,2023-09-01T06:06:00
1022242,DGU0249,DG006,2023-04-12T13:00:00,2023-04-12T14:00:00,student activity,21,completed,2023-03-02T12:17:00
1022243,DGTA0006,DG003,2023-11-14T16:00:00,2023-11-14T17:00:00,examination,29,completed,2023-09-30T08:16:00
1022244,DGU0098,DG036,2025-05-31T15:00:00,2025-05-31T16:00:00,student activity,31,rejected,2025-04-28T05:20:00
1022245,DGU0249,DG019,2025-06-15T13:30:00,2025-06-15T14:30:00,examination,64,pending,2025-05-03T03:30:00
1022246,DGU0266,DG040,2025-03-29T15:30:00,2025-03-29T16:30:00,student activity,34,pending,2025-03-06T08:16:00
1022247,DGTA0001,DG048,2023-08-01T14:00:00,2023-08-01T15:00:00,student activity,31,completed,2023-06-11T13:05:00
1022248,DGL0022,DG026,2023-01-15T17:00:00,2023-01-15T18:00:00,seminar,7,approved,2023-01-08T13:54:00
1022249,DGU0002,DG025,2023-05-29T13:00:00,2023-05-29T15:00:00,administrative event,55,approved,2023-05-01T06:21:00
1022250,DGTA0009,DG050,2022-10-01T13:30:00,2022-10-01T15:30:00,seminar,32,pending,2022-08-24T10:34:00
1022251,DGU0126,DG054,2022-09-14T16:00:00,2022-09-14T17:00:00,meeting,23,completed,2022-08-21T10:03:00
1022252,DGU0203,DG045,2025-08-21T10:30:00,2025-08-21T11:30:00,lecture,25,cancelled,2025-08-16T08:10:00
1022253,DGU0241,DG057,2024-01-29T11:00:00,2024-01-29T12:30:00,lecture,49,cancelled,2023-12-02T06:20:00
1022254,DGU0316,DG004,2025-04-06T08:00:00,2025-04-06T11:00:00,workshop,23,approved,2025-03-21T07:28:00
1022255,DGU0065,DG041,2023-11-07T10:00:00,2023-11-07T12:00:00,administrative event,18,completed,2023-10-12T02:35:00
1022256,DGU0206,DG056,2022-12-28T15:00:00,2022-12-28T16:00:00,examination,34,rejected,2022-11-23T08:13:00
1022257,DGU0340,DG003,2025-06-23T16:30:00,2025-06-23T18:00:00,meeting,47,pending,2025-06-07T09:39:00
1022258,DGU0139,DG031,2023-08-06T09:00:00,2023-08-06T11:00:00,examination,115,cancelled,2023-06-27T07:45:00
1022259,DGU0196,DG008,2024-05-27T09:00:00,2024-05-27T10:00:00,examination,38,approved,2024-04-15T07:34:00
1022260,DGL0021,DG002,2024-02-21T10:00:00,2024-02-21T13:00:00,lecture,21,completed,2024-01-17T01:02:00
1022261,DGU0292,DG034,2023-09-11T09:00:00,2023-09-11T10:00:00,workshop,8,pending,2023-09-06T00:12:00
1022262,DGL0022,DG031,2025-07-20T16:00:00,2025-07-20T17:00:00,seminar,134,pending,2025-06-05T13:16:00
1022263,DGU0201,DG024,2022-12-19T12:00:00,2022-12-19T13:30:00,student activity,14,rejected,2022-11-30T08:11:00
1022264,DGU0385,DG021,2024-05-09T09:00:00,2024-05-09T11:00:00,examination,15,completed,2024-04-30T04:30:00
1022265,DGU0097,DG022,2023-12-28T11:00:00,2023-12-28T12:00:00,student activity,8,pending,2023-12-12T03:49:00
1022266,DGU0093,DG051,2024-07-02T13:30:00,2024-07-02T14:30:00,examination,40,pending,2024-05-23T07:01:00
1022267,DGU0111,DG026,2022-10-10T11:00:00,2022-10-10T12:00:00,examination,31,completed,2022-09-04T02:10:00
1022268,DGU0345,DG006,2025-04-15T09:00:00,2025-04-15T10:00:00,meeting,48,pending,2025-02-16T06:02:00
1022269,DGU0395,DG031,2025-06-07T11:30:00,2025-06-07T12:30:00,workshop,138,pending,2025-05-23T09:23:00
1022270,DGU0267,DG010,2022-09-29T12:00:00,2022-09-29T13:00:00,student activity,8,pending,2022-09-19T12:00:00
1022271,DGU0035,DG019,2024-04-25T14:00:00,2024-04-25T15:00:00,examination,57,no-show,2024-03-02T07:44:00
1022272,DGU0066,DG009,2024-05-22T15:00:00,2024-05-22T17:00:00,student activity,31,completed,2024-04-09T11:32:00
1022273,DGU0084,DG036,2023-09-22T12:00:00,2023-09-22T13:00:00,examination,29,completed,2023-08-14T03:34:00
1022274,DGU0259,DG028,2025-08-17T09:00:00,2025-08-17T11:00:00,administrative event,6,rejected,2025-06-26T00:08:00
1022275,DGU0310,DG020,2023-07-25T17:00:00,2023-07-25T18:00:00,examination,5,completed,2023-06-30T13:50:00
1022276,DGU0319,DG047,2023-05-08T11:00:00,2023-05-08T13:00:00,administrative event,5,pending,2023-04-27T04:49:00
1022277,DGL0023,DG031,2024-04-20T08:00:00,2024-04-20T09:00:00,examination,44,approved,2024-04-12T22:04:00
1022278,DGU0152,DG036,2022-10-16T16:00:00,2022-10-16T18:00:00,meeting,12,completed,2022-08-22T06:17:00
1022279,DGU0077,DG048,2023-01-05T12:00:00,2023-01-05T14:00:00,workshop,32,rejected,2022-11-08T09:59:00
1022280,DGU0326,DG009,2022-10-10T09:00:00,2022-10-10T10:30:00,examination,36,pending,2022-09-18T04:28:00
