booking_id,staff_id,decision,decision_time,decision_note,rejection_reason,decision_method
1031772,DGFS0008,approved,2025-04-16T14:07:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031773,DGFS0013,approved,2024-08-27T19:35:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031774,DGFM0003,approved,2024-11-05T00:33:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031775,DGFS0006,approved,2024-07-16T19:29:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031777,DGFM0002,approved,2024-06-09T02:03:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031779,DGFS0018,rejected,2025-06-23T07:42:00,Generated staff review rejected this request.,Requested operational support is unavailable.,staff
1031780,DGFS0017,approved,2022-10-05T16:48:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031781,DGFS0005,approved,2023-09-10T08:33:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031784,DGFM0004,approved,2025-05-02T16:15:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031787,DGFS0021,approved,2023-11-07T00:46:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031788,DGFS0001,approved,2023-04-16T04:32:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031789,DGFS0014,approved,2024-11-22T09:50:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031790,DGFS0005,approved,2024-12-12T07:17:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031791,DGFS0001,approved,2024-06-28T05:13:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031794,DGFS0023,approved,2023-06-11T10:08:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031795,DGFM0002,approved,2023-04-01T04:27:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031796,DGFS0005,approved,2024-12-03T23:54:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031797,DGFS0007,rejected,2025-02-13T22:37:00,Generated staff review rejected this request.,Requested setup is not supported.,staff
1031799,DGFS0005,approved,2024-02-12T23:44:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031801,DGFS0017,approved,2024-05-13T16:58:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031802,DGFS0016,approved,2023-10-11T03:05:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031803,,approved,2023-07-15T07:40:00,Automatically approved at submission time; generated usage policy satisfied.,,automatic
1031804,DGFM0002,rejected,2023-04-17T12:32:00,Generated staff review rejected this request.,Requested operational support is unavailable.,staff
1031805,DGFM0005,approved,2024-01-20T06:02:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031807,DGFS0022,approved,2025-06-26T12:08:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031808,DGFS0010,rejected,2025-06-21T22:33:00,Generated staff review rejected this request.,Requested operational support is unavailable.,staff
1031809,DGFS0005,approved,2024-09-21T21:09:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031810,DGFM0005,approved,2025-01-23T13:37:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031811,DGFS0006,approved,2022-12-07T00:57:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031812,DGFS0006,approved,2023-12-28T01:38:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031814,DGFM0002,approved,2023-05-01T09:00:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031815,DGFM0005,approved,2024-11-16T09:32:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031817,DGFS0022,approved,2024-08-30T11:51:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031818,,approved,2024-10-02T09:29:00,Automatically approved at submission time; generated usage policy satisfied.,,automatic
1031819,,approved,2025-01-05T05:10:00,Automatically approved at submission time; generated usage policy satisfied.,,automatic
1031822,DGFS0021,rejected,2022-10-05T20:10:00,Generated staff review rejected this request.,Requested setup is not supported.,staff
1031823,DGFS0010,approved,2023-10-21T10:15:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031824,DGFM0005,approved,2024-01-18T03:20:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031825,DGFS0003,approved,2024-07-05T22:56:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031826,DGFS0011,rejected,2025-03-10T12:35:00,Generated staff review rejected this request.,Requested operational support is unavailable.,staff
1031827,DGFS0014,approved,2022-08-05T08:47:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031828,DGFS0005,rejected,2024-09-30T11:34:00,Generated staff review rejected this request.,Requested setup is not supported.,staff
1031830,DGFS0024,approved,2025-03-01T15:13:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031832,DGFS0013,approved,2023-02-01T23:39:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031834,DGFS0024,approved,2024-12-20T04:39:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031835,DGFS0025,approved,2024-09-20T17:39:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031836,DGFS0006,approved,2023-12-28T20:34:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031837,DGFS0013,approved,2024-04-26T03:09:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031838,DGFS0022,approved,2025-03-14T10:41:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031839,DGFS0019,approved,2023-03-29T12:11:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031840,DGFS0021,rejected,2023-09-08T09:51:00,Generated staff review rejected this request.,Purpose does not satisfy the space policy.,staff
1031843,DGFS0009,approved,2023-11-13T09:16:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031844,DGFS0012,rejected,2024-01-31T21:15:00,Generated staff review rejected this request.,Requested operational support is unavailable.,staff
1031846,DGFS0013,approved,2023-11-12T19:08:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031850,DGFS0016,rejected,2024-07-19T17:44:00,Generated staff review rejected this request.,Requested setup is not supported.,staff
1031851,DGFS0015,rejected,2025-04-02T08:35:00,Generated staff review rejected this request.,Purpose does not satisfy the space policy.,staff
1031853,DGFS0007,approved,2023-06-24T02:21:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031855,DGFS0016,approved,2022-11-04T08:36:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031857,DGFS0004,approved,2024-12-07T14:19:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031858,DGFS0003,approved,2024-09-17T10:22:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031859,DGFS0017,approved,2023-09-05T02:05:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031863,DGFS0012,approved,2023-08-17T17:34:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031864,DGFS0019,approved,2022-10-15T04:39:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031865,DGFS0008,approved,2023-08-24T19:26:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031866,DGFS0010,approved,2024-04-18T19:43:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031868,DGFS0021,approved,2023-03-14T11:17:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031869,,approved,2024-04-06T09:36:00,Automatically approved at submission time; generated usage policy satisfied.,,automatic
1031870,DGFS0006,approved,2023-03-15T13:47:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031871,DGFS0002,approved,2023-03-18T11:39:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031873,DGFS0022,approved,2024-08-04T11:26:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031874,DGFS0012,approved,2023-08-20T10:18:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031875,DGFS0017,approved,2024-08-15T05:49:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031877,DGFS0011,approved,2024-03-14T17:01:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031878,DGFM0001,approved,2024-11-11T21:27:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031880,DGFS0017,approved,2025-04-12T07:28:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031881,DGFS0022,approved,2022-07-11T02:49:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031883,DGFM0003,approved,2025-01-24T17:12:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031884,,approved,2024-01-07T05:39:00,Automatically approved at submission time; generated usage policy satisfied.,,automatic
1031885,DGFM0003,approved,2023-07-17T18:33:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031886,DGFS0017,approved,2025-03-16T08:34:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031887,DGFS0013,approved,2025-04-25T04:49:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031888,DGFS0016,approved,2023-03-04T08:36:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031889,DGFS0003,approved,2023-10-29T14:23:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031891,DGFS0006,approved,2022-08-01T22:44:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031893,DGFS0004,rejected,2023-01-07T12:00:00,Generated staff review rejected this request.,Requested setup is not supported.,staff
1031894,DGFS0016,approved,2024-08-13T09:00:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031895,DGFS0004,rejected,2022-08-11T23:06:00,Generated staff review rejected this request.,Requested operational support is unavailable.,staff
1031896,DGFS0024,approved,2023-05-12T09:03:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031897,DGFM0003,approved,2023-07-03T13:50:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031898,DGFS0001,approved,2023-01-06T22:45:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031899,DGFS0008,approved,2023-05-17T12:18:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031900,DGFS0018,approved,2025-01-15T13:51:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031901,DGFS0021,approved,2022-11-12T09:49:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031902,DGFS0011,approved,2024-12-18T09:25:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031903,DGFS0006,approved,2023-09-27T00:40:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031905,DGFS0008,approved,2022-12-01T13:44:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031907,DGFM0003,approved,2024-08-26T20:47:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031908,DGFS0002,approved,2023-08-09T05:43:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031909,DGFS0007,approved,2023-11-30T09:43:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031910,DGFS0011,approved,2022-09-29T00:03:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031912,DGFS0012,rejected,2024-11-16T22:43:00,Generated staff review rejected this request.,Requested setup is not supported.,staff
1031913,DGFS0006,approved,2023-11-27T19:18:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031915,DGFS0011,approved,2022-09-22T05:24:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031916,DGFS0005,approved,2023-03-27T21:45:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031917,DGFS0016,approved,2023-11-12T16:51:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
