booking_id,actual_start_time,checked_in_by,initial_condition,actual_end_time,final_condition,usage_notes
1005873,2024-03-09T13:56:00,DGFS0018,Generated check-in: room ready for use.,2024-03-09T15:06:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005875,2023-11-28T15:59:00,DGFS0018,Generated check-in: room ready for use.,2023-11-28T17:12:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005881,2023-05-17T15:02:00,DGFS0018,Generated check-in: room ready for use.,2023-05-17T17:05:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005882,2022-10-20T16:01:00,DGFS0022,Generated check-in: room ready for use.,2022-10-20T16:55:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005885,2022-10-29T10:08:00,DGFS0005,Generated check-in: room ready for use.,2022-10-29T11:05:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005890,2024-10-05T16:07:00,DGFM0001,Generated check-in: room ready for use.,2024-10-05T17:04:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005900,2024-08-20T13:51:00,DGFM0005,Generated check-in: room ready for use.,2024-08-20T14:57:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005901,2025-03-25T13:54:00,DGFS0025,Generated check-in: room ready for use.,2025-03-25T15:10:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005902,2024-08-30T09:04:00,DGFS0020,Generated check-in: room ready for use.,2024-08-30T11:59:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005904,2023-08-16T12:04:00,DGFS0003,Generated check-in: room ready for use.,2023-08-16T14:58:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005905,2025-07-04T11:53:00,DGFM0003,Generated check-in: room ready for use.,2025-07-04T13:07:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005906,2022-10-12T15:57:00,DGFS0005,Generated check-in: room ready for use.,2022-10-12T17:13:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005908,2024-08-21T11:00:00,DGFS0023,Generated check-in: room ready for use.,2024-08-21T12:06:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005909,2025-02-09T15:10:00,DGFS0009,Generated check-in: room ready for use.,2025-02-09T16:14:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005913,2025-04-26T13:57:00,DGFS0024,Generated check-in: room ready for use.,2025-04-26T14:55:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005915,2024-04-15T12:09:00,DGFM0003,Generated check-in: room ready for use.,2024-04-15T14:58:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005917,2024-07-13T14:56:00,DGFS0011,Generated check-in: room ready for use.,2024-07-13T18:01:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005920,2022-12-06T08:51:00,DGFS0022,Generated check-in: room ready for use.,2022-12-06T10:56:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005925,2023-10-29T15:06:00,DGFS0013,Generated check-in: room ready for use.,2023-10-29T18:03:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005927,2025-07-18T15:09:00,DGFS0011,Generated check-in: room ready for use.,2025-07-18T16:58:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005928,2025-08-31T08:51:00,DGFS0019,Generated check-in: room ready for use.,2025-08-31T11:57:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005929,2023-02-08T10:53:00,DGFS0024,Generated check-in: room ready for use.,2023-02-08T14:04:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005933,2023-01-04T14:02:00,DGFM0004,Generated check-in: room ready for use.,2023-01-04T16:11:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005934,2024-04-24T15:50:00,DGFS0013,Generated check-in: room ready for use.,2024-04-24T17:14:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005935,2022-12-21T13:54:00,DGFS0020,Generated check-in: room ready for use.,2022-12-21T15:14:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005941,2025-01-21T13:01:00,DGFS0022,Generated check-in: room ready for use.,2025-01-21T15:15:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005942,2023-11-21T12:56:00,DGFS0007,Generated check-in: room ready for use.,2023-11-21T14:09:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005943,2024-02-14T08:53:00,DGFS0002,Generated check-in: room ready for use.,2024-02-14T09:55:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005944,2024-01-22T16:10:00,DGFS0023,Generated check-in: room ready for use.,2024-01-22T18:01:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005945,2023-02-27T08:04:00,DGFS0024,Generated check-in: room ready for use.,2023-02-27T10:08:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005947,2023-08-31T07:50:00,DGFS0002,Generated check-in: room ready for use.,2023-08-31T09:09:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005951,2025-01-06T11:55:00,DGFS0009,Generated check-in: room ready for use.,2025-01-06T12:57:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005955,2025-06-22T11:50:00,DGFM0001,Generated check-in: room ready for use.,2025-06-22T13:08:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005959,2023-09-17T15:05:00,DGFS0002,Generated check-in: room ready for use.,2023-09-17T17:03:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005960,2024-05-22T09:54:00,DGFM0003,Generated check-in: room ready for use.,2024-05-22T10:57:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005964,2024-08-09T12:52:00,DGFS0018,Generated check-in: room ready for use.,2024-08-09T15:15:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005966,2022-09-21T15:52:00,DGFS0019,Generated check-in: room ready for use.,2022-09-21T18:06:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005967,2025-06-19T10:04:00,DGFS0004,Generated check-in: room ready for use.,2025-06-19T11:00:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005968,2022-10-28T14:50:00,DGFS0003,Generated check-in: room ready for use.,2022-10-28T16:13:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005969,2025-03-17T10:10:00,DGFS0018,Generated check-in: room ready for use.,2025-03-17T13:03:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005972,2023-04-11T15:04:00,DGFS0003,Generated check-in: room ready for use.,2023-04-11T16:14:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005973,2023-04-24T17:08:00,DGFS0001,Generated check-in: room ready for use.,2023-04-24T17:58:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005975,2024-09-09T15:56:00,DGFM0003,Generated check-in: room ready for use.,2024-09-09T16:56:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005978,2025-04-09T14:09:00,DGFM0001,Generated check-in: room ready for use.,2025-04-09T14:56:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005980,2023-04-18T13:06:00,DGFS0009,Generated check-in: room ready for use.,2023-04-18T14:08:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005983,2023-11-01T08:09:00,DGFM0003,Generated check-in: room ready for use.,2023-11-01T11:02:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005985,2024-07-19T08:52:00,DGFS0025,Generated check-in: room ready for use.,2024-07-19T10:06:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005986,2025-02-19T10:02:00,DGFS0002,Generated check-in: room ready for use.,2025-02-19T10:59:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005990,2025-07-12T08:03:00,DGFS0015,Generated check-in: room ready for use.,2025-07-12T09:00:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005998,2024-06-09T11:10:00,DGFS0013,Generated check-in: room ready for use.,2024-06-09T14:03:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005999,2023-08-19T09:06:00,DGFS0010,Generated check-in: room ready for use.,2023-08-19T10:05:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1006001,2024-11-28T13:59:00,DGFM0005,Generated check-in: room ready for use.,2024-11-28T16:56:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1006004,2022-11-15T15:59:00,DGFS0006,Generated check-in: room ready for use.,2022-11-15T17:57:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1006006,2025-03-30T07:50:00,DGFS0021,Generated check-in: room ready for use.,2025-03-30T10:11:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1006010,2024-07-17T08:09:00,DGFS0015,Generated check-in: room ready for use.,2024-07-17T08:57:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1006011,2023-08-12T08:58:00,DGFM0004,Generated check-in: room ready for use.,2023-08-12T11:00:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1006012,2025-08-10T14:50:00,DGFS0017,Generated check-in: room ready for use.,2025-08-10T17:02:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1006013,2024-12-22T14:08:00,DGFS0008,Generated check-in: room ready for use.,2024-12-22T14:55:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
